Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163833_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.8614,116.0027,GMT +8,mAHD,6163833,6163833,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,405656.13111468,6474493.45422062,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163857_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.883876,115.991249,GMT +8,mAHD,6163857,6163857,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,404595.989051281,6471992.02535158,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163932_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.8811,115.9913,GMT +8,mAHD,6163932,6163932,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,404597.95103977,6472299.78441042,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6164323_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.920072,115.941618,GMT +8,mAHD,6164323,6164323,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,399941.009297553,6467934.99731245,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6164609_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.027517,115.913222,GMT +8,mAHD,6164609,6164609,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,397375.96525353,6455998.05459837,-5.0000,5.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6165318_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.017219,115.853225,GMT +8,mAHD,6165318,6165318,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,391698.029447981,6457081.04102897,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6167114_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.894387,115.971332,GMT +8,mAHD,6167114,6167114,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,402723.274002861,6470809.2041583,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6167160_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.998889,115.84425,GMT +8,mAHD,6167160,6167160,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,390828.647864245,6459103.93708195,5.6441,-5.6441
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6167188_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.022782,115.901366,GMT +8,mAHD,6167188,6167188,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,396251.009695978,6456511.61302851,-4.0000,4.0000
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CB_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.182802691,115.739089661,GMT +8,mAHD,CB,Challenger Beach bank,Fixed,0.5m above Seabed,m above Seabed,9.3,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,381132.999976911,6438604.9999676,10.2600,-10.2600
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP5.1,WWMSP5.1-AWAC,20220305_CS1_RDI600_11265_EPSG7844_HEADING_DATA.csv,data-warehouse/csv/wamsi/wwmsp5,Static,-32.1463,115.6976,GMT +8,mAHD,CS1,CS1,Fixed,m below Surface,Water Surface,20,NaN,Charitha Pattiaratchi <chari.pattiaratchi@uwa.edu.au>,var00201,Hydrodynamics,5.0000,yyyy-mm-dd HH:MM:SS,Decimal,HEADING (Degrees clockwise from true North),String,377172.471728112,6442604.99828575,21.3219,-21.3219
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS10_Density_Bottom_2013_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.256500246,115.740863764,GMT +8,mAHD,CS10,Changed position from 2004/05 now CS1ON,Fixed,0.5m above Seabed,m above Seabed,19.2,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,381396.000005571,6430436.99994739,17.6492,-17.6492
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS10N_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.255330528,115.742971151,GMT +8,mAHD,CS10N,Bulk Grain Terminal (CBH)(replaced CS10),Fixed,0.5m above Seabed,m above Seabed,14,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,381592.999987917,6430568.99997018,12.0181,-12.0181
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS11_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.262401413,115.71417802,GMT +8,mAHD,CS11,Mangles Bay deep water basin,Fixed,0.5m above Seabed,m above Seabed,18,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,378889.999982075,6429753.00000032,18.1561,-18.1561
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS12_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.197797559,115.76587156,GMT +8,mAHD,CS12,Calista Channel WC Desalination Plant,Fixed,0.5m above Seabed,m above Seabed,10,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,383677.000033435,6436972.00004823,10.4978,-10.4978
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS13_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.250808956,115.728321217,GMT +8,mAHD,CS13,Cockburn Sound southern deep water,Fixed,0.5m above Seabed,m above Seabed,20.4,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,380206.999988273,6431053.99995873,19.1526,-19.1526
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP5.1,WWMSP5.1-AWAC,20210516_CS2_RDI1000_16945_EPSG7844_HEADING_DATA.csv,data-warehouse/csv/wamsi/wwmsp5,Static,-32.184,115.6971,GMT +8,mAHD,CS2,CS2,Fixed,m below Surface,Water Surface,20,NaN,Charitha Pattiaratchi <chari.pattiaratchi@uwa.edu.au>,var00201,Hydrodynamics,19.9873,yyyy-mm-dd HH:MM:SS,Decimal,HEADING (Degrees clockwise from true North),String,377175.917140001,6438425.08637352,21.6163,-21.6163
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP5.1,WWMSP5.1-AWAC,20210610_CS3_RDI600_11265_EPSG7844_HEADING_DATA.csv,data-warehouse/csv/wamsi/wwmsp5,Static,-32.2522,115.729,GMT +8,mAHD,CS3,CS3,Fixed,m below Surface,Water Surface,20,NaN,Charitha Pattiaratchi <chari.pattiaratchi@uwa.edu.au>,var00201,Hydrodynamics,5.0000,yyyy-mm-dd HH:MM:SS,Decimal,HEADING (Degrees clockwise from true North),String,380272.772148756,6430900.54792702,19.9949,-19.9949
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS4_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.154551146,115.693840605,GMT +8,mAHD,CS4,Cockburn Sound northern end deep,Fixed,0.5m above Seabed,m above Seabed,20.9,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,376828.999973297,6441685.99998083,21.3088,-21.3088
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS5_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.152366474,115.720157614,GMT +8,mAHD,CS5,Cockburn Sound northern end deep,Fixed,0.5m above Seabed,m above Seabed,18.9,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,379307.99998272,6441957.99997395,19.3144,-19.3144
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP5.1,WWMSP5.1-AWAC,20211216_CS6_RDI1200_8546_EPSG7844_HEADING_DATA.csv,data-warehouse/csv/wamsi/wwmsp5,Static,-32.096,115.7392,GMT +8,mAHD,CS6,CS6,Fixed,m below Surface,Water Surface,11,NaN,Charitha Pattiaratchi <chari.pattiaratchi@uwa.edu.au>,var00201,Hydrodynamics,5.0000,yyyy-mm-dd HH:MM:SS,Decimal,HEADING (Degrees clockwise from true North),String,381030.738399046,6448227.77615973,10.2203,-10.2203
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS6A_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.146479719,115.756724048,GMT +8,mAHD,CS6A,Outside Northern Harbour,Fixed,0.5m above Seabed,m above Seabed,10.5,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,382749.000021473,6442650.99996744,10.8501,-10.8501
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS7_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.170702535,115.762482702,GMT +8,mAHD,CS7,Jervoise Channel south of Southern Harbour,Fixed,0.5m above Seabed,m above Seabed,10.7,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,383323.000017785,6439972.0000343,11.1732,-11.1732
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS8_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.197565326,115.719832875,GMT +8,mAHD,CS8,Cockburn Sound central basin,Fixed,0.5m above Seabed,m above Seabed,19.9,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,379337.000023485,6436946.99994679,20.3222,-20.3222
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS9_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.209850521,115.759565504,GMT +8,mAHD,CS9,Kwinana Bulk Terminal (KBB2),Fixed,0.5m above Seabed,m above Seabed,13,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,383098.000031679,6435628.99999166,12.4997,-12.4997
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS9A_Density_Bottom_2013_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.23893373,115.751411901,GMT +8,mAHD,CS9A,Kwinana Bulk Jetty (KBJ),Fixed,0.5m above Seabed,m above Seabed,16.5,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,382366.999965488,6432396.00004798,16.8257,-16.8257
Department of Transport,DOT,Coastal Data,Tide,DOT-TIDE,FFFBH01_Tidal_Height.csv,data-warehouse/csv/dot/tide,Active,-32.065543,115.748067,GMT +8,LWM Fremantle 1949 which is 2.752m below Benchmark DMH 098,FFFBH01,Fremantle Fishing Boat Harbour Tide Station,Fixed,m from Datum,m from Datum,,-9999,tides@transport.wa.gov.au,var00180,Hydrodynamics,5.4048,yyyy-mm-dd HH:MM:SS,Decimal,Water Surface Height (m),String,381828.299694889,6451613.8524872,0.0000,0.0000
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_G1_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.229518181,115.697969306,GMT +8,mAHD,G1,Changed position from 2004/05 now G1 above,Fixed,0.5m above Seabed,m above Seabed,15,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,377318.999964339,6433379.99995429,12.0351,-12.0351
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_G2_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.198595247,115.684830758,GMT +8,mAHD,G2,Garden Island central HMAS Stirling,Fixed,0.5m above Seabed,m above Seabed,10.2,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,376039.000031142,6436793.00004194,6.1499,-6.1499
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_G3_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.157758192,115.682119854,GMT +8,mAHD,G3,Garden Island north HMAS Stirling,Fixed,0.5m above Seabed,m above Seabed,13.1,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,375727.999978656,6441316.99996305,9.9554,-9.9554
Department of Transport,DOT,Coastal Data,Tide,DOT-TIDE,HLHIL01_Tidal_Height.csv,data-warehouse/csv/dot/tide,Inactive,-31.825522,115.738589,GMT +8,Chart Datum which is 4.895m below Benchmark Hamersley,HLHIL01,Hillarys,Fixed,m from Datum,m from Datum,,-9999,tides@transport.wa.gov.au,var00180,Hydrodynamics,16.3519,yyyy-mm-dd HH:MM:SS,Decimal,Water Surface Height (m),String,380623.602230129,6478210.58090681,2.1545,-2.1545
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP2.2,WWMSP2.2-Light,D:\csiem\data-warehouse\csv\wamsi\wwmsp2.2_light\wwmsp2_KwinanaShelf_Tilt_DATA.csv,data-warehouse/csv/wamsi/wwmsp2.2_light,Static,-32.19771,115.74725,GMT +8,mAHD,KwinanaShelf,KwinanaShelf,Fixed,0m above Seabed,m above Seabed,4.5,NaN,,var00182,Hydrodynamics,15.0307,yyyy-mm-dd HH:MM:SS,Decimal,Tilt (deg),String,381921.58749955,6436961.40540681,4.9707,-4.9707
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP2.2,WWMSP2.2-Light,D:\csiem\data-warehouse\csv\wamsi\wwmsp2.2_light\wwmsp2_KwinanaShelf_shade_Tilt_DATA.csv,data-warehouse/csv/wamsi/wwmsp2.2_light,Static,-32.19771,115.74725,GMT +8,mAHD,KwinanaShelf_shade,KwinanaShelf_shade,Fixed,0m above Seabed,m above Seabed,4.5,NaN,,var00182,Hydrodynamics,17.2337,yyyy-mm-dd HH:MM:SS,Decimal,Tilt (deg),String,381921.58749955,6436961.40540681,4.9707,-4.9707
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_MB_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.275049132,115.705452395,GMT +8,mAHD,MB,Mangles Bay shallow near shore,Fixed,0.5m above Seabed,m above Seabed,1.3,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,378084.999991409,6428340.99997165,1.4192,-1.4192
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_NH3_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.140023962,115.762557981,GMT +8,mAHD,NH3,Northern Harbour Jervoise Bay,Fixed,0.5m above Seabed,m above Seabed,9.9,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,383290.999969978,6443373.00001348,5.9675,-5.9675
Integrated Marine Observing System,IMOS,amnmprofile,amnmprofile,IMOS-ANMN-CTD,imos_nrsrot_profile_Density_2020_DATA.csv,data-warehouse/csv/imos/amnmprofile,Inactive,-32,115.4,GMT +8,mAHD,NRSROT_PROFILE,Rottnest Island,Profile,m from Surface,Water Surface,,NaN,,var00218,Hydrodynamics,1055.2542,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,348862.770410445,6458445.85295388,52.7718,-52.7718
Department of Transport,DOT,Coastal Data,Tide,DOT-TIDE,PTBAR02_Tidal_Height.csv,data-warehouse/csv/dot/tide,Active,-31.959681,115.857261,GMT +8,LWM Fremantle which is 2.234m below Benchmark MWB 1484,PTBAR02,Barrack Street 02 Tide Station,Fixed,m from Datum,m from Datum,,-9999,tides@transport.wa.gov.au,var00180,Hydrodynamics,6.8165,yyyy-mm-dd HH:MM:SS,Decimal,Water Surface Height (m),String,392011.814991449,6463463.2818012,-1.0000,1.0000
Department of Transport,DOT,Coastal Data,Tide,DOT-TIDE,RKMGL01_Tidal_Height.csv,data-warehouse/csv/dot/tide,Inactive,-32.274431,115.703344,GMT +8,Chart datum which is 2.527m below Benchmark DMH 073,RKMGL01,Mangles Bay,Fixed,m from Datum,m from Datum,,-9999,tides@transport.wa.gov.au,var00180,Hydrodynamics,9.0831,yyyy-mm-dd HH:MM:SS,Decimal,Water Surface Height (m),String,377885.597388224,6428407.12767311,1.1698,-1.1698
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_SF_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.248231528,115.712530827,GMT +8,mAHD,SF,Southern Flats shallow,Fixed,0.5m above Seabed,m above Seabed,3.5,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,378716.000003724,6431322.00004971,3.2126,-3.2126
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_WS4_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.336946025,115.722166715,GMT +8,mAHD,WS4,Warnbro Sound central basin,Fixed,0.5m above Seabed,m above Seabed,17.3,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,379740.999998118,6421497.99996643,17.2342,-17.2342
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_WSSB_Density_Bottom_2012_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.308837615,115.708785228,GMT +8,mAHD,WSSB,Warnbro Sound Safety Bay shallow,Fixed,0.5m above Seabed,m above Seabed,2.4,NaN,,var00218,Hydrodynamics,10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Density (kg m-3),String,378444.000014753,6424599.00005108,2.9904,-2.9904
