Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160930_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.887654,115.979641,GMT +8,mAHD,6160930,6160930,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,403502.035036109,6471562.97083661,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161086_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.864404,116.009083,GMT +8,mAHD,6161086,6161086,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,406263.025680482,6474165.99956191,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161821_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.912582,115.961026,GMT +8,mAHD,6161821,6161821,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,401767.963236232,6468783.01619385,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161836_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0297,115.9421,GMT +8,mAHD,6161836,6161836,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,400105.412218013,6455783.13706407,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161837_Dissolved_Oxygen_Fixed_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.027504,115.901182,GMT +8,mAHD,6161837,6161837,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,396238.95683282,6455987.99371263,-5.0000,5.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161838_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.030813,115.872233,GMT +8,mAHD,6161838,6161838,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,393508.987713267,6455593.00881455,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161854_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.887859,115.989546,GMT +8,mAHD,6161854,6161854,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,404439.031449482,6471549.01791872,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161869_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.994892,115.835349,GMT +8,mAHD,6161869,6161869,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,389983.041608281,6459537.99107257,6.2923,-6.2923
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161870_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.951372,115.9134,GMT +8,mAHD,6161870,6161870,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,397307.961575045,6464438.97945717,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161878_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.921404,115.940132,GMT +8,mAHD,6161878,6161878,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,399801.96068701,6467785.97247749,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161879_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.89844,115.95925,GMT +8,mAHD,6161879,6161879,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,401584.987920685,6470349.03061466,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161892_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.019964,115.927744,GMT +8,mAHD,6161892,6161892,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,398739.033577859,6456849.01983739,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6162045_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.904373,115.963213,GMT +8,mAHD,6162045,6162045,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,401966.043605378,6469694.95535506,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6162300_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.900481,115.961691,GMT +8,mAHD,6162300,6162300,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,401817.990881847,6470125.00152736,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANCATCH,DWER-SWANCATCH,s6162925_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swancatch,Active,-31.87615,116.017298,GMT +8,mAHD,6162925,6162925,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,407051.959600386,6472871.0519946,-14.0000,14.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6162994_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.021468,115.921002,GMT +8,mAHD,6162994,6162994,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,398103.969113805,6456675.96054084,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6162995_Dissolved_Oxygen_Fixed_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.022513,115.915643,GMT +8,mAHD,6162995,6162995,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,397599.023731983,6456555.05374389,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163105_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0226,115.9267,GMT +8,mAHD,6163105,6163105,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,398643.338660233,6456555.83658786,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163119_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0339,115.949901,GMT +8,mAHD,6163119,6163119,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,400846.601976429,6455324.7499187,-8.0000,8.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163124_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.022888,115.933131,GMT +8,mAHD,6163124,6163124,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,399250.993909188,6456529.92677156,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163126_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.029756,115.944245,GMT +8,mAHD,6163126,6163126,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,400308.029458129,6455778.91113594,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163132_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.026049,115.937828,GMT +8,mAHD,6163132,6163132,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,399698.019224497,6456183.89646719,-8.0000,8.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163179_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.01678,115.853516,GMT +8,mAHD,6163179,6163179,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,391724.9969105,6457129.99694085,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163346_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.022423,115.915559,GMT +8,mAHD,6163346,6163346,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,397590.990656847,6456564.95076596,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163485_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.922684,115.950949,GMT +8,mAHD,6163485,6163485,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,400826.005513666,6467654.03816811,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163500_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.8563,115.9956,GMT +8,mAHD,6163500,6163500,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,404979.214184045,6475052.58278633,-5.0000,5.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163833_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.8614,116.0027,GMT +8,mAHD,6163833,6163833,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,405656.13111468,6474493.45422062,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163857_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.883876,115.991249,GMT +8,mAHD,6163857,6163857,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,404595.989051281,6471992.02535158,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163932_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.8811,115.9913,GMT +8,mAHD,6163932,6163932,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,404597.95103977,6472299.78441042,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANCATCH,DWER-SWANCATCH,s6164314_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swancatch,Active,-31.789477,116.003947,GMT +8,mAHD,6164314,6164314,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,405701.007961399,6482466.97902755,-11.0000,11.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6164323_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.920072,115.941618,GMT +8,mAHD,6164323,6164323,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,399941.009297553,6467934.99731245,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANCATCH,DWER-SWANCATCH,s6164462_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swancatch,Active,-31.949031,115.919732,GMT +8,mAHD,6164462,6164462,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,397903.826264575,6464704.46944046,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6164609_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.027517,115.913222,GMT +8,mAHD,6164609,6164609,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,397375.96525353,6455998.05459837,-5.0000,5.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6165318_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.017219,115.853225,GMT +8,mAHD,6165318,6165318,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,391698.029447981,6457081.04102897,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6167114_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.894387,115.971332,GMT +8,mAHD,6167114,6167114,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,402723.274002861,6470809.2041583,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6167160_Dissolved_Oxygen_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.998889,115.84425,GMT +8,mAHD,6167160,6167160,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,390828.647864245,6459103.93708195,5.6441,-5.6441
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6167188_Dissolved_Oxygen_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.022782,115.901366,GMT +8,mAHD,6167188,6167188,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00023,Water Quality (PhysChm), ,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,396251.009695978,6456511.61302851,-4.0000,4.0000
Water Corporation WA,WCWA,WCWA-PSDP-BMT349,WCWA-PSDP-BMT349,WCWA-PSDP-BMT349,siteA_bot_do_DATA.csv,data-warehouse/csv/wcwa/wcwa-psdp-bmt349,Static,-32.200195369,115.766624256,GMT +8,mAHD,A,PSDP1 outlet,Fixed,0.5m above Seabed,m above Seabed,10.0000,NaN,,var00085,Water Quality (PhysChm),6.8361,yyyy-mm-dd HH:MM:SS,Decimal,O2 Saturation (%),String,383750.999838231,6436706.99991244,10.8839,-10.8839
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_A10_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2071,115.741,GMT +8,mAHD,A10,A10,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,381344.641844582,6435913.57012246,16.7958,-16.7958
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_A13_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2088,115.7433,GMT +8,mAHD,A13,A13,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,381563.625653969,6435727.64895518,15.1848,-15.1848
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_A4_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.202,115.7413,GMT +8,mAHD,A4,A4,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,381366.29709256,6436479.2754779,16.7545,-16.7545
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_A7_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2045,115.7402,GMT +8,mAHD,A7,A7,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,381265.861785182,6436200.91670997,16.9573,-16.9573
Water Corporation WA,WCWA,WCWA-PSDP-BMT349,WCWA-PSDP-BMT349,WCWA-PSDP-BMT349,siteB_bot_do_DATA.csv,data-warehouse/csv/wcwa/wcwa-psdp-bmt349,Static,-32.207800897,115.746564341,GMT +8,mAHD,B,Central Cockburn Sound,Fixed,0.5m above Seabed,m above Seabed,18.0000,NaN,,var00085,Water Quality (PhysChm),5.0021,yyyy-mm-dd HH:MM:SS,Decimal,O2 Saturation (%),String,381869.999766397,6435841.99990916,12.9485,-12.9485
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_B10_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2072,115.7353,GMT +8,mAHD,B10,B10,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,380807.533808616,6435896.1771619,18.4898,-18.4898
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_B4_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.1994,115.7369,GMT +8,mAHD,B4,B4,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,380948.177028332,6436762.64088666,18.2905,-18.2905
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_B6_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2018,115.7355,GMT +8,mAHD,B6,B6,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,380819.342075652,6436495.03101917,18.4767,-18.4767
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_B8_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2045,115.7349,GMT +8,mAHD,B8,B8,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,380766.30998378,6436195.04960781,18.6479,-18.6479
Water Corporation WA,WCWA,WCWA-PSDP-BMT349,WCWA-PSDP-BMT349,WCWA-PSDP-BMT349,siteC_bot_do_DATA.csv,data-warehouse/csv/wcwa/wcwa-psdp-bmt349,Static,-32.23667713,115.711728,GMT +8,mAHD,C,Southern Cockburn Sound,Fixed,0.5m above Seabed,m above Seabed,18.0000,NaN,,var00085,Water Quality (PhysChm),5.0051,yyyy-mm-dd HH:MM:SS,Decimal,O2 Saturation (%),String,378624.997556932,6432602.00025221,17.3737,-17.3737
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_C10_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2085,115.7303,GMT +8,mAHD,C10,C10,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,380337.974557245,6435746.50574502,19.1863,-19.1863
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_C4_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.1972,115.7323,GMT +8,mAHD,C4,C4,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,380511.703536599,6437001.42425855,18.8727,-18.8727
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_C6_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2007,115.7303,GMT +8,mAHD,C6,C6,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,380327.760617689,6436611.19728108,19.1107,-19.1107
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_C8_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2046,115.7296,GMT +8,mAHD,C8,C8,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,380266.888758259,6436178.07207096,19.5736,-19.5736
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CB_Dissolved_Oxygen_Bottom_2003_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.182802691,115.739089661,GMT +8,mAHD,CB,Challenger Beach bank,Fixed,0.5m above Seabed,m above Seabed,9.3,NaN,,var00023,Water Quality (PhysChm),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,381132.999976911,6438604.9999676,10.2600,-10.2600
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP5.1,WWMSP5.1-AWAC,20220305_CS1_RDI600_11265_EPSG7844_Temperature_DATA.csv,data-warehouse/csv/wamsi/wwmsp5,Static,-32.1463,115.6976,GMT +8,mAHD,CS1,CS1,Fixed,m below Surface,Water Surface,20,NaN,Charitha Pattiaratchi <chari.pattiaratchi@uwa.edu.au>,var00007,Water Quality (PhysChm),5.0000,yyyy-mm-dd HH:MM:SS,Decimal,Temperature (C),String,377172.471728112,6442604.99828575,21.3219,-21.3219
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS10_Dissolved_Oxygen_Bottom_1985_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.256500246,115.740863764,GMT +8,mAHD,CS10,Changed position from 2004/05 now CS1ON,Fixed,0.5m above Seabed,m above Seabed,19.2,NaN,,var00023,Water Quality (PhysChm),10855.3846,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,381396.000005571,6430436.99994739,17.6492,-17.6492
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS10N_Dissolved_Oxygen_Bottom_2003_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.255330528,115.742971151,GMT +8,mAHD,CS10N,Bulk Grain Terminal (CBH)(replaced CS10),Fixed,0.5m above Seabed,m above Seabed,14,NaN,,var00023,Water Quality (PhysChm),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,381592.999987917,6430568.99997018,12.0181,-12.0181
