Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6162994_Cloud_Cover_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.021468,115.921002,GMT +8,mAHD,6162994,6162994,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,398103.969113805,6456675.96054084,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6162995_Cloud_Cover_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.022513,115.915643,GMT +8,mAHD,6162995,6162995,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,397599.023731983,6456555.05374389,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163105_Cloud_Cover_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.0226,115.9267,GMT +8,mAHD,6163105,6163105,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,398643.338660233,6456555.83658786,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163119_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0339,115.949901,GMT +8,mAHD,6163119,6163119,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,400846.601976429,6455324.7499187,-8.0000,8.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163124_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.022888,115.933131,GMT +8,mAHD,6163124,6163124,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,399250.993909188,6456529.92677156,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163126_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.029756,115.944245,GMT +8,mAHD,6163126,6163126,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,400308.029458129,6455778.91113594,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163132_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.026049,115.937828,GMT +8,mAHD,6163132,6163132,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,399698.019224497,6456183.89646719,-8.0000,8.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163179_Cloud_Cover_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.01678,115.853516,GMT +8,mAHD,6163179,6163179,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,391724.9969105,6457129.99694085,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163346_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.022423,115.915559,GMT +8,mAHD,6163346,6163346,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,397590.990656847,6456564.95076596,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163485_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.922684,115.950949,GMT +8,mAHD,6163485,6163485,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,400826.005513666,6467654.03816811,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163500_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.8563,115.9956,GMT +8,mAHD,6163500,6163500,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,404979.214184045,6475052.58278633,-5.0000,5.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163833_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.8614,116.0027,GMT +8,mAHD,6163833,6163833,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,405656.13111468,6474493.45422062,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163857_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.883876,115.991249,GMT +8,mAHD,6163857,6163857,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,404595.989051281,6471992.02535158,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163932_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.8811,115.9913,GMT +8,mAHD,6163932,6163932,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,404597.95103977,6472299.78441042,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6164323_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.920072,115.941618,GMT +8,mAHD,6164323,6164323,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,399941.009297553,6467934.99731245,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6164609_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.027517,115.913222,GMT +8,mAHD,6164609,6164609,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,397375.96525353,6455998.05459837,-5.0000,5.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6165318_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.017219,115.853225,GMT +8,mAHD,6165318,6165318,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,391698.029447981,6457081.04102897,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6167114_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.894387,115.971332,GMT +8,mAHD,6167114,6167114,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,402723.274002861,6470809.2041583,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6167160_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.998889,115.84425,GMT +8,mAHD,6167160,6167160,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,390828.647864245,6459103.93708195,5.6441,-5.6441
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6167188_Cloud_Cover_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.022782,115.901366,GMT +8,mAHD,6167188,6167188,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00133,Meteorology, ,yyyy-mm-dd HH:MM:SS,Decimal,Cloud Cover (%),String,396251.009695978,6456511.61302851,-4.0000,4.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9021_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-31.9275,115.9764,GMT +8, ,9021,PERTH AIRPORT,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,28.5691,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,403237.222405922,6467143.20478226,-11.0000,11.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9053_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-31.6669,116.0189,GMT +8, ,9053,PEARCE RAAF,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,46.4935,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,406994.346823539,6496066.89936865,-42.0000,42.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9091_Ceilometer_Sky_Clear_Flag_DATA.csv,data-warehouse/csv/bom/idy,Active,-31.9889,115.8311,GMT +8, ,9091,INNER DOLPHIN PYLON,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00172,Meteorology,33.1947,yyyy-mm-dd HH:MM:SS,Decimal,Ceilometer Sky Clear Flag (),String,389574.461489118,6460197.88769506,5.0454,-5.0454
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9172_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-32.1011,115.8794,GMT +8, ,9172,JANDAKOT AERO,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,28.8849,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,394266.69246252,6447808.53264089,-28.0000,28.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9178_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-31.4628,115.8642,GMT +8, ,9178,GINGIN AERO,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,46.0751,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,392093.600577221,6518548.07168069,-79.0000,79.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9193_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-32.0069,115.5022,GMT +8, ,9193,ROTTNEST ISLAND,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,29.1561,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,358528.265510636,6457819.26969554,-41.0000,41.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9214_Ceilometer_Sky_Clear_Flag_DATA.csv,data-warehouse/csv/bom/idy,Active,-31.7594,115.7278,GMT +8, ,9214,OCEAN REEF,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00172,Meteorology,32.1333,yyyy-mm-dd HH:MM:SS,Decimal,Ceilometer Sky Clear Flag (),String,379516.729171917,6485528.36861225,-4.0000,4.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9215_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-31.956,115.7619,GMT +8, ,9215,SWANBOURNE,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,29.3201,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,382994.989428014,6463772.2058872,-24.0000,24.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9225_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-31.9192,115.8728,GMT +8, ,9225,PERTH METRO,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,31.5506,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,393433.617256424,6467966.03750083,-37.0000,37.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9240_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-32.0072,116.1369,GMT +8, ,9240,BICKLEY,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,43.5711,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,418480.601913301,6458440.78876387,-72.0000,72.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9254_Ceilometer_Sky_Clear_Flag_DATA.csv,data-warehouse/csv/bom/idy,Active,-32.1758,115.6808,GMT +8, ,9254,ARMAMENT JETTY,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00172,Meteorology,28.5642,yyyy-mm-dd HH:MM:SS,Decimal,Ceilometer Sky Clear Flag (),String,375628.053335168,6439315.39272619,12.4501,-12.4501
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9255_Ceilometer_Sky_Clear_Flag_DATA.csv,data-warehouse/csv/bom/idy,Active,-32.2272,115.6994,GMT +8, ,9255,COLPOYS POINT,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00172,Meteorology,28.8097,yyyy-mm-dd HH:MM:SS,Decimal,Ceilometer Sky Clear Flag (),String,377450.702464164,6433638.6241253,0.7422,-0.7422
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9256_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-32.2433,115.6839,GMT +8, ,9256,GARDEN ISLAND HSF,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,49.5261,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,376011.973019771,6431836.00023456,0.0000,0.0000
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9265_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-31.8256,115.7386,GMT +8, ,9265,HILLARYS BOAT HARBOUR NTC AWS,Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,30.0445,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,380624.743712134,6478201.94658438,2.1545,-2.1545
Bureau of Meteorology,BOM,Weather,IDY,BOM-IDY,9281_Air_Temperature_DATA.csv,data-warehouse/csv/bom/idy,Active,-31.8112,116.0227,GMT +8, ,9281,MILLENDON (SWAN VALLEY),Fixed,2m from Ground,m from Ground,,-9999,climatedata@bom.gov.au,var00153,Meteorology,29.8784,yyyy-mm-dd HH:MM:SS,Decimal,Air Temperature (C),String,407498.127859327,6480075.17567941,-15.0000,15.0000
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP5.1,WWMSP5.1-MET,20220713_COL_CockburnCement_WSCR300_29784_Raw_(Prelim_Jul-Nov22).csv,data-warehouse/csv/wamsi/wwmsp5_met,Static,-32.132847,115.746858,GMT +8,mAHD,CCL,Cockburn Cement,Fixed,2m above Ground,m above Ground,,NaN,Charitha Pattiaratchi <chari.pattiaratchi@uwa.edu.au>,var00299,Meteorology,60.0000,yyyy-mm-dd HH:MM:SS,Decimal,Daily Solar Irradiance (MJ/day),String,381800.900167569,6444151.48751675,1.3709,-1.3709
