fid,OBJECTID,SITE_ID,DEFAULT_SI,DEFAULT__1,DEFAULT__2,OTHER_SITE,AWRC_REF,AQWAB_REF,BOM_REF,TEXT_REF,WIN_SITE_I,SITE_TYPE_,SITE_TYPE,SITE_SUBTY,SITE_SUB_1,SITE_GEO_F,SITE_GEO_1,SITE_CATEG,SITE_CAT_1,ZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPHEROID,POSITION_A,CATCH_AREA,SITE_OWNER,OWN_DATA,DEPARTMENT,CURRENTLY_,CURRENTL_1,PUBLISH_EX,INFRA_OWNE,OWN_ASSET,COMMENCE,CEASE,INFRA_COMM,INFRA_CEAS,INFRA_STAT,STATUS_CUR,DISCRETE_S,DISCRETE_E,DISCRETE_F,DISCRETE_L,TS_START,TS_END,TS_FIRST_A,TS_LAST_AV,TS_DATA_MA,TS_DATA__1,DATA_CATEG,VARIABLE_T,PROJECTS,ROUTES,PUB_URL,SITE_DOCS_,SITE_DOC_1,WRL_DRAWPO,WRL_LICENS,TOT_CONSTR,DRILLED_DE,DATE_DRILL,AHD_DATUM,AQUIFERS,AQUIFERS_R,BORE_INLET,CONSTRUCTI,GEOPHYSICA,SUMMARY_LO,LITHOLOGY_,WATER_SUPP,WATER_LEVE,TDS_COND,CATCHMENT,CATCHMENT_,DEPARTME_1,DEPARTME_2,ESTUARY,ESTUARY_ID,GEOGRAPHIC,GEOGRAPH_1,GROUNDWATE,GROUNDWA_1,GROUNDWA_2,GROUNDWA_3,GROUNDWA_4,GROUNDWA_5,LOCAL_GOVT,LOCAL_GO_1,LOCALITY,LOCALITY_I,RAINFALL_D,RAINFALL_1,BASIN,RIVER_BASI,RIVER_BA_1,MAP_SHEET_,MAP_SHEE_1,MINING_TEN,MINING_T_1,SURFACEWAT,SURFACEW_1,SURFACEW_2,SURFACEW_3,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD,SITE_COMME,DEFAULT__3,PURPOSE_CU,PURPOSE_HI,OTHER_SI_1,DISCRETE_1,STATUS_HIS,TIMEDATE,STAGELAST,STAGEPREVI,TENDENCY
51631,"58598","61406391","61406391",Murray River Catchment 614 - Bore,Bore,"20020734 [WIN_ID]; 2033-1-NW-1148 [AQWAB]; 61406391 [SITE_REF]","61406391",2033-1-NW-1148,,,"20020734",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",386316.999999999941792,6448116.000000000000000,-32.097554060000000,115.795197500000000,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,PRV,Private,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWQ; PROJINF; SITEINF",Physical,WA-G-PRE1996AQWADATA,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406391,His,,,,"51.2",Unknown,,,,,No,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",SPEARWOOD,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,386812800000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,Bore operating. Sample collected no 75829. Situated on slope.,AWRC,,,Murray River Catchment 614 - Bore,-2208988800000.000000000000000,Unknown,,,,
51634,"58601","61406394","61406394",Murray River Catchment 614 - No 2 Munster Pump,No 2 Munster Pump,"20020768 [WIN_ID]; 2033-1-NW-1182 [AQWAB]; 61406394 [SITE_REF]","61406394",2033-1-NW-1182,,,"20020768",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",384743.000000000058208,6445233.000000000000000,-32.123398010000003,115.778173069999994,GDA94,+/-100m,,OWN_WCO,Water Corporation,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; LITH; PROJINF; SITEINF; STRAT",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406394,His,,,,"8.5",Unknown,,,,,No,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",LAKE COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,506304000000.000061035156250,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,,AWRC,,,Murray River Catchment 614 - No 2 Munster Pump,,Unknown,,,,
51638,"58605","61406398","61406398",Murray River Catchment 614 - Bauac,Bauac,"20020800 [WIN_ID]; 2033-1-NW-1214 [AQWAB]; 61406398 [SITE_REF]","61406398",2033-1-NW-1214,,,"20020800",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",384384.999999999941792,6451013.000000000000000,-32.071227690000001,115.775074829999994,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,299548800000.000000000000000,299548800000.000000000000000,30/06/1979,30/06/1979,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406398/61406398.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406398,His,,,,,30/06/1979,,,,,No,No,No,No,,,,Bartram Road Catchment,"6",Swan-Avon,,,,,,Perth,PERT39D2,Perth,PERTA1AC,City of Fremantle South,CITY86EC,CITY OF FREMANTLE,"3537861",BEACONSFIELD,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,-2208988800000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,"Bore operating, sample collected, slight slope. Tds also recorded as: 0.88 ms/cm",AWRC,,,Murray River Catchment 614 - Bauac,299548800000.000000000000000,Unknown,,,,
51643,"58610","61406402","61406402",Murray River Catchment 614 - Bore,Bore,"20020878 [WIN_ID]; 2033-1-NW-1292 [AQWAB]; 61406402 [SITE_REF]","61406402",2033-1-NW-1292,,,"20020878",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",385899.000000000058208,6448364.000000000000000,-32.095274969999998,115.790797859999998,GDA94,+/-100m,,OWN_OTH,Other,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; PROJINF; SITEINF",,WA-G-PRE1996AQWADATA,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406402,His,,,,"36.6",30/06/1985,,,,,No,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",SPEARWOOD,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,-2208988800000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,Tds: 0.736 x 10/3 us/cm 25deg,AWRC,,,Murray River Catchment 614 - Bore,,Unknown,,,,
51650,"58617","61406409","61406409",Murray River Catchment 614 - Bore,Bore,"20021017 [WIN_ID]; 2033-1-NW-1431 [AQWAB]; 61406409 [SITE_REF]","61406409",2033-1-NW-1431,,,"20021017",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",385068.999999999941792,6449634.000000000000000,-32.083735699999998,115.782155419999995,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,756604800000.000000000000000,756604800000.000000000000000,23/12/1993,23/12/1993,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-1997AQWABDATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406409/61406409.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406409,His,,,,"46",23/12/1993,,,,,No,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Perth,PERTA1AC,City of Cockburn,CITY13EC,CITY OF COCKBURN,"4245468",HAMILTON HILL,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,862963200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,"Ran bore casing, gravel packed, back washed, air developed. Installed pump unit. Mega.",AWRC,,,Murray River Catchment 614 - Bore,756604800000.000000000000000,Unknown,,,,
51651,"58618","61406410","61406410",Murray River Catchment 614 - Bore,Bore,"20021018 [WIN_ID]; 2033-1-NW-1432 [AQWAB]; 61406410 [SITE_REF]","61406410",2033-1-NW-1432,,,"20021018",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",385159.000000000058208,6449669.000000000000000,-32.083429170000002,115.783113090000001,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,757641599999.999877929687500,757641599999.999877929687500,04/01/1994,04/01/1994,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-1997AQWABDATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406410/61406410.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406410,His,,,,"41",04/01/1994,,,,,No,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,Wheeler Park,,Perth,PERT39D2,Perth,PERTA1AC,City of Cockburn,CITY13EC,CITY OF COCKBURN,"4245468",HAMILTON HILL,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,862963200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,Terminated on clay at 41m. Air developed and gravel packed bore. Installed sub pump. Mega.,AWRC,,,Murray River Catchment 614 - Bore,757641599999.999877929687500,Unknown,,,,
51652,"58619","61406411","61406411",Murray River Catchment 614 - Bore,Bore,"20021019 [WIN_ID]; 2033-1-NW-1433 [AQWAB]; 61406411 [SITE_REF]","61406411",2033-1-NW-1433,,,"20021019",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",384879.000000000058208,6449769.000000000000000,-32.082498680000000,115.780158670000006,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,757814400000.000000000000000,757814400000.000000000000000,06/01/1994,06/01/1994,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-1997AQWABDATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406411/61406411.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406411,His,,,,"39.4",06/01/1994,,,,,No,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,Boyd Park,,Perth,PERT39D2,Perth,PERTA1AC,City of Cockburn,CITY13EC,CITY OF COCKBURN,"4245468",HAMILTON HILL,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,862963200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,"Gravel packed bore, back washed, air developed. Installed pump unit. Mega.",AWRC,,,Murray River Catchment 614 - Bore,757814400000.000000000000000,Unknown,,,,
51653,"58620","61406412","61406412",Murray River Catchment 614 - Bore,Bore,"20021020 [WIN_ID]; 2033-1-NW-1434 [AQWAB]; 61406412 [SITE_REF]","61406412",2033-1-NW-1434,,,"20021020",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",384848.999999999941792,6448249.000000000000000,-32.096205529999999,115.779658609999998,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,753321600000.000000000000000,753321600000.000000000000000,15/11/1993,15/11/1993,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-1997AQWABDATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406412/61406412.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406412,His,,,,"18",15/11/1993,,,,,No,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",SPEARWOOD,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,862963200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,Developed bore. Installed pump. Mega.,AWRC,,,Murray River Catchment 614 - Bore,753321600000.000000000000000,Unknown,,,,
51654,"58621","61406413","61406413",Murray River Catchment 614 - Bore,Bore,"20021021 [WIN_ID]; 2033-1-NW-1435 [AQWAB]; 61406413 [SITE_REF]","61406413",2033-1-NW-1435,,,"20021021",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",385614.000000000000000,6447469.000000000000000,-32.103318739999999,115.787671419999995,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,753494400000.000000000000000,753494400000.000000000000000,17/11/1993,17/11/1993,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-1997AQWABDATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406413/61406413.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406413,His,,,,"36",17/11/1993,,,,,No,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",SPEARWOOD,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,862963200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,"Chemically disolved mud, air developed bore. Installed sub pump. Mega.",AWRC,,,Murray River Catchment 614 - Bore,753494400000.000000000000000,Unknown,,,,
51690,"58661","61406453","61406453",Murray River Catchment 614 - Coogee Lake 18,Coogee Lake 18,"20021968 [WIN_ID]; 2033-1-SW-0024 [AQWAB]; 61406453 [SITE_REF]","61406453",2033-1-SW-0024,,,"20021968",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",384850.000000000000000,6444082.000000000000000,-32.133790540000000,115.779168880000000,GDA94,+/-100m,,OWN_NON,None or unknown,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWQ; PROJINF; SITEINF",Physical,WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406453/61406453.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406453,His,,,,,Unknown,,,,,No,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",LAKE COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,47088000000.000007629394531,"0",ADMINGOB,1521417600000.000000000000000,"1001",SVR,Quality originally recorded as: just over 16000 ppm.,AWRC,,,Murray River Catchment 614 - Coogee Lake 18,-2208988800000.000000000000000,Unknown,,,,
51695,"58666","61406458","61406458",Murray River Catchment 614 - No3,No3,"20021993 [WIN_ID]; 2033-1-SW-0049 [AQWAB]; 61406458 [SITE_REF]","61406458",2033-1-SW-0049,,,"20021993",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",385008.999999999941792,6442239.000000000000000,-32.150429940000002,115.780633050000006,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; PROJINF; SITEINF",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406458/61406458.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406458,His,,,,"6.1",Unknown,"GL      : 4.680 mAHD; effective date unknown",,,,No,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HENDERSON,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,46569600000.000007629394531,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,"Water dropped to 9ft when pumping. Elevation originally recorded as: 10ft approx lwf at 4.860m. Northings and eastings updated from 384834e and 6442091n, elev gl updated from 4.86, on 17/3/98 by lyn pearson.",AWRC,,,Murray River Catchment 614 - No3,-2208988800000.000000000000000,Unknown,,,,
51698,"58669","61406460","61406460",Murray River Catchment 614 - No6,No6,"20022009 [WIN_ID]; 2033-1-SW-0065 [AQWAB]; 61406460 [SITE_REF]","61406460",2033-1-SW-0065,,,"20022009",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",386002.000000000000000,6444720.000000000931323,-32.128153179999998,115.791456130000000,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,PRV,Private,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; PROJINF; SITEINF",Water level (discrete),WA-G-UNKNOWN,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406460/61406460.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406460,His,,,,,Unknown,"GL      : 15.960 mAHD; effective date unknown",,,,No,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",BEELIAR,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,-2208988800000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,Elevation originally recorded as: approx 50ft lwf.,AWRC,,,Murray River Catchment 614 - No6,-2208988800000.000000000000000,Unknown,,,,
51702,"58673","61406464","61406464",Murray River Catchment 614 - Bore,Bore,"20022264 [WIN_ID]; 2033-1-SW-0320 [AQWAB]; 61406464 [SITE_REF]","61406464",2033-1-SW-0320,,,"20022264",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",386000.999999999941792,6436230.000000000000000,-32.204729620000002,115.790433879999995,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; LITH; PROJINF; SITEINF; STRAT",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406464,His,,,,"12.19",17/01/1978,,,,,No,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",HOPE VALLEY,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,E70/4975,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,269136000000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,Rig refused at 40ft moved off hole,AWRC,,,Murray River Catchment 614 - Bore,,Unknown,,,,
51703,"58674","61406465","61406465",Murray River Catchment 614 - No3,No3,"20022270 [WIN_ID]; 2033-1-SW-0326 [AQWAB]; 61406465 [SITE_REF]","61406465",2033-1-SW-0326,,,"20022270",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",384958.000000000000000,6436443.000000000000000,-32.202702119999998,115.779394999999994,GDA94,Unknown,,OWN_NON,None or unknown,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406465/61406465.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406465,His,,,,"24.38",Unknown,,,,,No,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,271296000000.000000000000000,"0",ADMINGOB,1521417600000.000000000000000,"1001",SVR,"Diam of bore 8in.  Hole abandoned - country encountered in this hole would not have yielded the quantities required.  Chem anal mg/L:  ca 89,  mg 53,  na n.D.,  Cl 343,  so4 84,  hc03 246,  sio2 7.0,  tds sum  nil,  tds evap 1008,  ph 7.4.  See rockwater",AWRC,,,Murray River Catchment 614 - No3,-2208988800000.000000000000000,Unknown,,,,
51704,"58675","61406466","61406466",Murray River Catchment 614 - No4,No4,"20022271 [WIN_ID]; 2033-1-SW-0327 [AQWAB]; 61406466 [SITE_REF]","61406466",2033-1-SW-0327,,,"20022271",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",384662.000000000000000,6436706.000000000000000,-32.200299649999998,115.776286760000005,GDA94,Unknown,,OWN_NON,None or unknown,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406466/61406466.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406466,His,,,,"27.43",Unknown,,,,,No,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,271296000000.000000000000000,"0",ADMINGOB,1521417600000.000000000000000,"1001",SVR,"Diam of bore: 8in.  Salt.  Hole capped and abandoned, country encountered in this bore, was very fine, very clayey and no possibilites of a reasonable yield could be anticipated.   Supply by western irrigation.  Bottom length of casing and casing shoe le",AWRC,,,Murray River Catchment 614 - No4,-2208988800000.000000000000000,Unknown,,,,
51705,"58676","61406467","61406467",Murray River Catchment 614 - No7,No7,"20022274 [WIN_ID]; 2033-1-SW-0330 [AQWAB]; 61406467 [SITE_REF]","61406467",2033-1-SW-0330,,,"20022274",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",385027.000000000058208,6436636.000000000000000,-32.200968420000002,115.780150199999994,GDA94,Unknown,,OWN_NON,None or unknown,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWQ; PROJINF; SITEINF",Physical,WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406467/61406467.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406467,His,,,,"20.5",Unknown,,,,,No,No,No,No,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,271468800000.000000000000000,"0",ADMINGOB,1521417600000.000000000000000,"1001",SVR,"Chem anal (mg/L): ca 85, mg 22, na n.D., Cl 237, s04 62, hc03 283, si02 6.0, tds sum nil, tds evap 800, ph 7.7.",AWRC,,,Murray River Catchment 614 - No7,-2208988800000.000000000000000,Unknown,,,,
51734,"58705","61406493","61406493",Murray River Catchment 614 - No20 (Sec 7),No20 (Sec 7),"20022309 [WIN_ID]; 2033-1-SW-0365 [AQWAB]; 61406493 [SITE_REF]","61406493",2033-1-SW-0365,,,"20022309",GROUND,Groundwater,UNK,Unknown,GROUND,Ground,GROUND,Groundwater,"50",386459.000000000058208,6436894.000000000000000,-32.198787019999997,115.795371470000006,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-615600000000.000000000000000,-615600000000.000000000000000,30/06/1950,30/06/1950,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61406493/61406493.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61406493,His,,,,"10.8",30/06/1950,,,,,No,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",HOPE VALLEY,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,E70/4975,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,299548800000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1009",SVR,Visited 15/8/78. Tds also recorded as: 538 umhos/cm 25 deg C.,AWRC,,,Murray River Catchment 614 - No20 (Sec 7),-615600000000.000000000000000,Unknown,,,,
